,Unnamed: 0,airline,departure,destination,layover,price,stops,travelTime,airlineCode,departureCode,destinationCode,layoverCode
524,524,United,CHS,SFO,EWR,501,1,9.6,24.0,67.0,11.0,39.0
525,525,United,CHS,SFO,EWR,501,1,10.4,24.0,67.0,11.0,39.0
526,526,United,CHS,SFO,EWR,501,1,11.32,24.0,67.0,11.0,39.0
527,527,United,CHS,SFO,EWR,501,1,11.57,24.0,67.0,11.0,39.0
528,528,United,CHS,SFO,IAD,507,1,9.52,24.0,67.0,11.0,10.0
529,529,JetBlue Airways,CHS,SFO,JFK,515,1,13.48,50.0,67.0,11.0,52.0
530,530,JetBlue Airways,CHS,SFO,BOS,524,1,11.0,50.0,67.0,11.0,21.0
531,531,JetBlue Airways,CHS,SFO,BOS,524,1,12.3,50.0,67.0,11.0,21.0
532,532,United,CHS,SFO,IAH,529,1,8.25,24.0,67.0,11.0,5.0
533,533,United,CHS,SFO,EWR,529,1,9.15,24.0,67.0,11.0,39.0
534,534,JetBlue Airways,CHS,SFO,BOS,530,1,14.28,50.0,67.0,11.0,21.0
535,535,JetBlue Airways,CHS,SFO,BOS,530,1,15.58,50.0,67.0,11.0,21.0
536,536,United,CHS,SFO,IAD,567,1,7.97,24.0,67.0,11.0,10.0
537,537,JetBlue Airways,CHS,SFO,BOS,592,1,10.9,50.0,67.0,11.0,21.0
538,538,Alaska Airlines,CHS,SFO,SEA,592,1,9.83,40.0,67.0,11.0,54.0
539,539,American Airlines,CHS,SFO,CLT,"1,037",1,7.65,61.0,67.0,11.0,75.0
540,540,United,CHS,IAH,ZZZ,178,0,2.83,24.0,67.0,5.0,73.0
541,541,United,CHS,IAH,IAD,186,1,5.42,24.0,67.0,5.0,10.0
542,542,United,CHS,IAH,ZZZ,199,0,2.83,24.0,67.0,5.0,73.0
543,543,American Airlines,CHS,IAH,CLT,235,1,7.7,61.0,67.0,5.0,75.0
544,544,Delta,CHS,IAH,ATL,236,1,4.85,81.0,67.0,5.0,45.0
545,545,Delta,CHS,IAH,ATL,236,1,5.83,81.0,67.0,5.0,45.0
546,546,American Airlines,CHS,IAH,DFW,236,1,7.25,61.0,67.0,5.0,42.0
547,547,United,CHS,IAH,ZZZ,258,0,2.83,24.0,67.0,5.0,73.0
548,548,American Airlines,CHS,IAH,CLT,265,1,5.03,61.0,67.0,5.0,75.0
549,549,American Airlines,CHS,IAH,CLT,265,1,5.8,61.0,67.0,5.0,75.0
550,550,American Airlines,CHS,IAH,CLT,265,1,7.07,61.0,67.0,5.0,75.0
551,551,American Airlines,CHS,IAH,DFW,266,1,5.3,61.0,67.0,5.0,42.0
552,552,Delta,CHS,IAH,ATL,266,1,7.05,81.0,67.0,5.0,45.0
553,553,United,CHS,IAH,IAD,307,1,5.75,24.0,67.0,5.0,10.0
554,554,American Airlines,CHS,IAH,DFW,322,1,7.05,61.0,67.0,5.0,42.0
555,555,American Airlines,CHS,IAH,CLT,345,1,4.67,61.0,67.0,5.0,75.0
556,556,American Airlines,CHS,IAH,CLT,345,1,4.73,61.0,67.0,5.0,75.0
557,557,American Airlines,CHS,IAH,CLT,345,1,4.75,61.0,67.0,5.0,75.0
558,558,American Airlines,CHS,IAH,CLT,345,1,5.23,61.0,67.0,5.0,75.0
559,559,American Airlines,CHS,IAH,CLT,345,1,5.45,61.0,67.0,5.0,75.0
560,560,American Airlines,CHS,IAH,CLT,345,1,6.17,61.0,67.0,5.0,75.0
561,561,American Airlines,CHS,IAH,CLT,345,1,7.13,61.0,67.0,5.0,75.0
562,562,Delta,CHS,IAH,ATL,347,1,4.07,81.0,67.0,5.0,45.0
563,563,Delta,CHS,IAH,ATL,347,1,4.45,81.0,67.0,5.0,45.0
564,564,Delta,CHS,IAH,ATL,347,1,4.47,81.0,67.0,5.0,45.0
565,565,Delta,CHS,IAH,ATL,347,1,4.6,81.0,67.0,5.0,45.0
566,566,American Airlines,CHS,IAH,DFW,347,1,5.05,61.0,67.0,5.0,42.0
567,567,American Airlines,CHS,IAH,MIA,347,1,5.6,61.0,67.0,5.0,64.0
568,568,Delta,CHS,IAH,ATL,347,1,5.72,81.0,67.0,5.0,45.0
569,569,Delta,CHS,IAH,ATL,347,1,6.13,81.0,67.0,5.0,45.0
570,570,Delta,CHS,IAH,ATL,347,1,6.2,81.0,67.0,5.0,45.0
571,571,Delta,CHS,IAH,ATL,347,1,7.2,81.0,67.0,5.0,45.0
572,572,Delta,CHS,IAH,ATL,347,1,7.42,81.0,67.0,5.0,45.0
573,573,Delta,CHS,IAH,ATL,394,1,4.2,81.0,67.0,5.0,45.0
574,574,Delta,CHS,IAH,ATL,394,1,5.73,81.0,67.0,5.0,45.0
575,575,United,CHS,IAH,IAD,394,1,5.73,24.0,67.0,5.0,10.0
576,576,United,CHS,IAH,IAD,394,1,5.97,24.0,67.0,5.0,10.0
577,577,American Airlines,CHS,IAH,CLT,473,1,6.77,61.0,67.0,5.0,75.0
578,578,Delta,CHS,IAH,LGA,515,1,7.07,81.0,67.0,5.0,6.0
579,579,American Airlines,CHS,DTW,CLT,182,1,4.28,61.0,67.0,18.0,75.0
580,580,American Airlines,CHS,DTW,CLT,182,1,4.28,61.0,67.0,18.0,75.0
581,581,American Airlines,CHS,DTW,CLT,182,1,5.05,61.0,67.0,18.0,75.0
582,582,United,CHS,DTW,ORD,187,1,6.98,24.0,67.0,18.0,71.0
583,583,American Airlines,CHS,DTW,CLT,225,1,4.1,61.0,67.0,18.0,75.0
584,584,American Airlines,CHS,DTW,CLT,225,1,5.93,61.0,67.0,18.0,75.0
585,585,American Airlines,CHS,DTW,CLT,225,1,5.98,61.0,67.0,18.0,75.0
586,586,Delta,CHS,DTW,ZZZ,249,0,2.02,81.0,67.0,18.0,73.0
587,587,Delta,CHS,DTW,ATL,257,1,3.7,81.0,67.0,18.0,45.0
588,588,Delta,CHS,DTW,ATL,257,1,3.93,81.0,67.0,18.0,45.0
589,589,Delta,CHS,DTW,ATL,257,1,5.82,81.0,67.0,18.0,45.0
590,590,Delta,CHS,DTW,ATL,257,1,6.15,81.0,67.0,18.0,45.0
591,591,Delta,CHS,DTW,ATL,257,1,7.03,81.0,67.0,18.0,45.0
592,592,American Airlines,CHS,DTW,DFW,311,1,9.22,61.0,67.0,18.0,42.0
593,593,American Airlines,CHS,DTW,CLT,317,1,3.63,61.0,67.0,18.0,75.0
594,594,American Airlines,CHS,DTW,PHL,318,1,6.0,61.0,67.0,18.0,86.0
595,595,American Airlines,CHS,DTW,CLT,352,1,3.85,61.0,67.0,18.0,75.0
596,596,American Airlines,CHS,DTW,CLT,352,1,5.35,61.0,67.0,18.0,75.0
597,597,JetBlue Airways,CHS,DTW,BOS,366,1,5.25,50.0,67.0,18.0,21.0
598,598,United,CHS,DTW,IAD,369,1,3.73,24.0,67.0,18.0,10.0
599,599,United,CHS,DTW,IAD,369,1,3.73,24.0,67.0,18.0,10.0
600,600,United,CHS,DTW,IAD,369,1,3.95,24.0,67.0,18.0,10.0
601,601,United,CHS,DTW,ORD,378,1,7.43,24.0,67.0,18.0,71.0
602,602,Delta,CHS,DTW,ZZZ,389,0,2.12,81.0,67.0,18.0,73.0
603,603,United,CHS,DTW,EWR,391,1,6.98,24.0,67.0,18.0,39.0
604,604,United,CHS,DTW,IAD,397,1,4.23,24.0,67.0,18.0,10.0
605,605,Delta,CHS,DTW,ATL,397,1,4.37,81.0,67.0,18.0,45.0
606,606,Delta,CHS,DTW,ATL,397,1,4.47,81.0,67.0,18.0,45.0
607,607,United,CHS,DTW,EWR,397,1,5.07,24.0,67.0,18.0,39.0
608,608,United,CHS,DTW,ORD,397,1,5.23,24.0,67.0,18.0,71.0
609,609,United,CHS,DTW,EWR,397,1,5.73,24.0,67.0,18.0,39.0
610,610,Delta,CHS,DTW,ATL,397,1,6.2,81.0,67.0,18.0,45.0
611,611,United,CHS,DTW,EWR,397,1,6.95,24.0,67.0,18.0,39.0
612,612,Delta,CHS,DTW,ATL,397,1,7.07,81.0,67.0,18.0,45.0
613,613,American Airlines,CHS,DTW,CLT,476,1,4.33,61.0,67.0,18.0,75.0
614,614,Delta,CHS,DTW,ATL,478,1,4.33,81.0,67.0,18.0,45.0
615,615,Delta,CHS,DTW,ATL,478,1,4.52,81.0,67.0,18.0,45.0
616,616,Delta,CHS,DTW,ATL,478,1,4.57,81.0,67.0,18.0,45.0
617,617,Delta,CHS,DTW,ATL,478,1,5.07,81.0,67.0,18.0,45.0
618,618,Delta,CHS,DTW,LGA,478,1,5.28,81.0,67.0,18.0,6.0
619,619,Delta,CHS,DTW,JFK,478,1,5.32,81.0,67.0,18.0,52.0
620,620,Delta,CHS,DTW,ATL,478,1,5.33,81.0,67.0,18.0,45.0
621,621,Delta,CHS,DTW,ATL,478,1,5.38,81.0,67.0,18.0,45.0
622,622,Delta,CHS,DTW,ATL,478,1,5.58,81.0,67.0,18.0,45.0
623,623,Delta,CHS,DTW,ATL,478,1,5.77,81.0,67.0,18.0,45.0
624,624,American Airlines,CHS,DTW,PHL,478,1,5.88,61.0,67.0,18.0,86.0
625,625,Delta,CHS,DTW,ATL,478,1,6.33,81.0,67.0,18.0,45.0
626,626,Delta,CHS,DTW,LGA,478,1,7.22,81.0,67.0,18.0,6.0
627,627,JetBlue Airways,CHS,DTW,BOS,500,1,5.4,50.0,67.0,18.0,21.0
628,628,Delta,CHS,LAX,ATL,239,1,6.67,81.0,67.0,52.0,45.0
629,629,Delta,CHS,LAX,ATL,239,1,6.85,81.0,67.0,52.0,45.0
630,630,Delta,CHS,LAX,ATL,239,1,6.95,81.0,67.0,52.0,45.0
631,631,Delta,CHS,LAX,ATL,239,1,7.85,81.0,67.0,52.0,45.0
632,632,Delta,CHS,LAX,ATL,239,1,9.0,81.0,67.0,52.0,45.0
633,633,Frontier Airlines,CHS,LAX,DEN,307,1,7.25,32.0,67.0,52.0,67.0
634,634,JetBlue Airways,CHS,LAX,JFK,332,1,15.75,50.0,67.0,52.0,52.0
635,635,United,CHS,LAX,IAD,333,1,8.08,24.0,67.0,52.0,10.0
636,636,JetBlue Airways,CHS,LAX,JFK,346,1,9.32,50.0,67.0,52.0,52.0
637,637,Delta,CHS,LAX,ATL,350,1,6.7,81.0,67.0,52.0,45.0
638,638,Delta,CHS,LAX,ATL,350,1,6.87,81.0,67.0,52.0,45.0
639,639,Delta,CHS,LAX,ATL,350,1,7.0,81.0,67.0,52.0,45.0
640,640,Delta,CHS,LAX,ATL,350,1,7.33,81.0,67.0,52.0,45.0
641,641,Delta,CHS,LAX,ATL,350,1,7.43,81.0,67.0,52.0,45.0
642,642,Delta,CHS,LAX,ATL,350,1,7.58,81.0,67.0,52.0,45.0
643,643,Delta,CHS,LAX,ATL,350,1,7.83,81.0,67.0,52.0,45.0
644,644,Delta,CHS,LAX,ATL,350,1,8.0,81.0,67.0,52.0,45.0
645,645,Delta,CHS,LAX,DTW,350,1,8.08,81.0,67.0,52.0,18.0
646,646,Delta,CHS,LAX,ATL,350,1,8.17,81.0,67.0,52.0,45.0
647,647,Delta,CHS,LAX,ATL,350,1,8.33,81.0,67.0,52.0,45.0
648,648,Delta,CHS,LAX,ATL,350,1,8.38,81.0,67.0,52.0,45.0
649,649,Delta,CHS,LAX,ATL,350,1,8.47,81.0,67.0,52.0,45.0
650,650,Delta,CHS,LAX,JFK,350,1,8.73,81.0,67.0,52.0,52.0
651,651,Delta,CHS,LAX,ATL,350,1,8.83,81.0,67.0,52.0,45.0
652,652,Delta,CHS,LAX,ATL,350,1,8.9,81.0,67.0,52.0,45.0
653,653,Delta,CHS,LAX,ATL,350,1,9.17,81.0,67.0,52.0,45.0
654,654,Delta,CHS,LAX,JFK,350,1,9.27,81.0,67.0,52.0,52.0
655,655,Delta,CHS,LAX,ATL,350,1,9.33,81.0,67.0,52.0,45.0
656,656,Delta,CHS,LAX,JFK,350,1,9.42,81.0,67.0,52.0,52.0
657,657,Delta,CHS,LAX,ATL,350,1,9.47,81.0,67.0,52.0,45.0
658,658,Delta,CHS,LAX,ATL,350,1,9.52,81.0,67.0,52.0,45.0
659,659,Delta,CHS,LAX,ATL,350,1,9.98,81.0,67.0,52.0,45.0
660,660,Delta,CHS,LAX,ATL,350,1,9.98,81.0,67.0,52.0,45.0
661,661,Delta,CHS,LAX,DTW,350,1,10.57,81.0,67.0,52.0,18.0
662,662,Delta,CHS,LAX,JFK,350,1,10.58,81.0,67.0,52.0,52.0
663,663,Delta,CHS,LAX,JFK,350,1,11.33,81.0,67.0,52.0,52.0
664,664,JetBlue Airways,CHS,LAX,FLL,373,1,9.05,50.0,67.0,52.0,77.0
665,665,United,CHS,LAX,IAD,390,1,7.73,24.0,67.0,52.0,10.0
666,666,United,CHS,LAX,ORD,390,1,8.93,24.0,67.0,52.0,71.0
667,667,United,CHS,LAX,IAD,390,1,9.23,24.0,67.0,52.0,10.0
668,668,JetBlue Airways,CHS,LAX,JFK,416,1,9.3,50.0,67.0,52.0,52.0
669,669,JetBlue Airways,CHS,LAX,JFK,422,1,15.7,50.0,67.0,52.0,52.0
670,670,American Airlines,CHS,LAX,CLT,427,1,7.58,61.0,67.0,52.0,75.0
671,671,American Airlines,CHS,LAX,CLT,427,1,7.63,61.0,67.0,52.0,75.0
672,672,American Airlines,CHS,LAX,CLT,427,1,7.78,61.0,67.0,52.0,75.0
673,673,American Airlines,CHS,LAX,CLT,427,1,7.98,61.0,67.0,52.0,75.0
674,674,American Airlines,CHS,LAX,CLT,427,1,8.47,61.0,67.0,52.0,75.0
675,675,American Airlines,CHS,LAX,CLT,427,1,9.2,61.0,67.0,52.0,75.0
676,676,American Airlines,CHS,LAX,CLT,427,1,9.28,61.0,67.0,52.0,75.0
677,677,American Airlines,CHS,LAX,CLT,427,1,9.82,61.0,67.0,52.0,75.0
678,678,American Airlines,CHS,LAX,CLT,427,1,10.05,61.0,67.0,52.0,75.0
679,679,United,CHS,LAX,IAH,428,1,7.33,24.0,67.0,52.0,5.0
680,680,United,CHS,LAX,ORD,450,1,8.27,24.0,67.0,52.0,71.0
681,681,United,CHS,LAX,ORD,450,1,8.27,24.0,67.0,52.0,71.0
682,682,United,CHS,LAX,EWR,479,1,9.58,24.0,67.0,52.0,39.0
683,683,United,CHS,LAX,EWR,479,1,10.58,24.0,67.0,52.0,39.0
684,684,United,CHS,LAX,IAD,481,1,8.38,24.0,67.0,52.0,10.0
685,685,Frontier Airlines,CHS,SEA,DEN,293,1,7.63,32.0,67.0,54.0,67.0
686,686,Delta,CHS,SEA,ATL,350,1,8.62,81.0,67.0,54.0,45.0
687,687,United,CHS,SEA,IAH,350,1,8.82,24.0,67.0,54.0,5.0
688,688,Delta,CHS,SEA,ATL,350,1,9.83,81.0,67.0,54.0,45.0
689,689,American Airlines,CHS,SEA,DFW,350,1,10.53,61.0,67.0,54.0,42.0
690,690,American Airlines,CHS,SEA,DFW,374,1,9.32,61.0,67.0,54.0,42.0
691,691,American Airlines,CHS,SEA,CLT,378,1,7.52,61.0,67.0,54.0,75.0
692,692,American Airlines,CHS,SEA,DFW,379,1,8.4,61.0,67.0,54.0,42.0
693,693,American Airlines,CHS,SEA,MIA,379,1,12.3,61.0,67.0,54.0,64.0
694,694,Delta,CHS,SEA,ATL,390,1,7.35,81.0,67.0,54.0,45.0
695,695,Delta,CHS,SEA,ATL,390,1,7.48,81.0,67.0,54.0,45.0
696,696,Delta,CHS,SEA,ATL,390,1,8.23,81.0,67.0,54.0,45.0
697,697,Delta,CHS,SEA,ATL,390,1,8.48,81.0,67.0,54.0,45.0
698,698,United,CHS,SEA,ORD,390,1,8.65,24.0,67.0,54.0,71.0
699,699,Delta,CHS,SEA,ATL,390,1,8.95,81.0,67.0,54.0,45.0
700,700,Delta,CHS,SEA,ATL,390,1,9.02,81.0,67.0,54.0,45.0
701,701,Delta,CHS,SEA,ATL,390,1,9.48,81.0,67.0,54.0,45.0
702,702,Delta,CHS,SEA,ATL,390,1,9.95,81.0,67.0,54.0,45.0
703,703,Delta,CHS,SEA,ATL,390,1,10.27,81.0,67.0,54.0,45.0
704,704,JetBlue Airways,CHS,SEA,JFK,443,1,14.55,50.0,67.0,54.0,52.0
705,705,American Airlines,CHS,SEA,DFW,465,1,8.53,61.0,67.0,54.0,42.0
706,706,United,CHS,SEA,IAD,475,1,7.82,24.0,67.0,54.0,10.0
707,707,United,CHS,SEA,IAD,475,1,8.4,24.0,67.0,54.0,10.0
708,708,Alaska Airlines,CHS,SEA,ZZZ,499,0,5.92,40.0,67.0,54.0,73.0
709,709,United,CHS,SEA,IAD,507,1,8.23,24.0,67.0,54.0,10.0
710,710,United,CHS,SEA,ORD,507,1,8.48,24.0,67.0,54.0,71.0
711,711,United,CHS,SEA,IAH,507,1,8.82,24.0,67.0,54.0,5.0
712,712,United,CHS,SEA,IAH,507,1,8.9,24.0,67.0,54.0,5.0
713,713,Delta,CHS,SEA,ATL,529,1,7.52,81.0,67.0,54.0,45.0
714,714,Delta,CHS,SEA,ATL,529,1,9.2,81.0,67.0,54.0,45.0
715,715,Delta,CHS,SEA,DTW,529,1,10.02,81.0,67.0,54.0,18.0
716,716,American Airlines,CHS,SEA,CLT,535,1,7.85,61.0,67.0,54.0,75.0
717,717,American Airlines,CHS,SEA,CLT,535,1,8.17,61.0,67.0,54.0,75.0
718,718,American Airlines,CHS,SEA,CLT,535,1,9.78,61.0,67.0,54.0,75.0
719,719,JetBlue Airways,CHS,SEA,JFK,563,1,12.78,50.0,67.0,54.0,52.0
720,720,JetBlue Airways,CHS,SEA,BOS,604,1,11.6,50.0,67.0,54.0,21.0
721,721,JetBlue Airways,CHS,SEA,BOS,610,1,12.9,50.0,67.0,54.0,21.0
722,722,American Airlines,CHS,BOS,PHL,163,1,5.63,61.0,67.0,21.0,86.0
723,723,American Airlines,CHS,BOS,CLT,206,1,5.15,61.0,67.0,21.0,75.0
724,724,American Airlines,CHS,BOS,DCA,207,1,3.62,61.0,67.0,21.0,25.0
725,725,United,CHS,BOS,IAD,207,1,4.35,24.0,67.0,21.0,10.0
726,726,JetBlue Airways,CHS,BOS,ZZZ,232,0,2.23,50.0,67.0,21.0,73.0
727,727,JetBlue Airways,CHS,BOS,ZZZ,232,0,2.3,50.0,67.0,21.0,73.0
728,728,JetBlue Airways,CHS,BOS,JFK,236,1,10.93,50.0,67.0,21.0,52.0
729,729,JetBlue Airways,CHS,BOS,DCA,241,1,3.48,50.0,67.0,21.0,25.0
730,730,JetBlue Airways,CHS,BOS,DCA,241,1,6.52,50.0,67.0,21.0,25.0
731,731,JetBlue Airways,CHS,BOS,JFK,243,1,4.27,50.0,67.0,21.0,52.0
732,732,American Airlines,CHS,BOS,CLT,256,1,4.37,61.0,67.0,21.0,75.0
733,733,American Airlines,CHS,BOS,CLT,256,1,6.2,61.0,67.0,21.0,75.0
734,734,American Airlines,CHS,BOS,CLT,256,1,6.85,61.0,67.0,21.0,75.0
735,735,Delta,CHS,BOS,ATL,257,1,4.48,81.0,67.0,21.0,45.0
736,736,American Airlines,CHS,BOS,PHL,257,1,5.0,61.0,67.0,21.0,86.0
737,737,Delta,CHS,BOS,ATL,257,1,5.85,81.0,67.0,21.0,45.0
738,738,Delta,CHS,BOS,ATL,257,1,5.9,81.0,67.0,21.0,45.0
739,739,JetBlue Airways,CHS,BOS,DCA,259,1,7.77,50.0,67.0,21.0,25.0
740,740,JetBlue Airways,CHS,BOS,DCA,268,1,7.07,50.0,67.0,21.0,25.0
741,741,American Airlines,CHS,BOS,DCA,299,1,4.8,61.0,67.0,21.0,25.0
742,742,JetBlue Airways,CHS,BOS,ZZZ,299,0,2.37,50.0,67.0,21.0,73.0
743,743,United,CHS,BOS,IAD,307,1,3.83,24.0,67.0,21.0,10.0
744,744,United,CHS,BOS,IAD,307,1,4.02,24.0,67.0,21.0,10.0
745,745,American Airlines,CHS,BOS,CLT,326,1,4.08,61.0,67.0,21.0,75.0
746,746,American Airlines,CHS,BOS,CLT,326,1,4.3,61.0,67.0,21.0,75.0
747,747,American Airlines,CHS,BOS,CLT,326,1,4.4,61.0,67.0,21.0,75.0
748,748,American Airlines,CHS,BOS,CLT,326,1,4.6,61.0,67.0,21.0,75.0
749,749,American Airlines,CHS,BOS,PHL,327,1,4.45,61.0,67.0,21.0,86.0
750,750,American Airlines,CHS,BOS,PHL,327,1,4.7,61.0,67.0,21.0,86.0
751,751,Delta,CHS,BOS,ZZZ,337,0,2.48,81.0,67.0,21.0,73.0
752,752,United,CHS,BOS,IAD,345,1,3.77,24.0,67.0,21.0,10.0
753,753,United,CHS,BOS,EWR,345,1,4.17,24.0,67.0,21.0,39.0
754,754,United,CHS,BOS,EWR,345,1,4.48,24.0,67.0,21.0,39.0
755,755,Delta,CHS,BOS,ATL,345,1,4.75,81.0,67.0,21.0,45.0
756,756,Delta,CHS,BOS,LGA,345,1,4.82,81.0,67.0,21.0,6.0
757,757,Delta,CHS,BOS,LGA,345,1,4.82,81.0,67.0,21.0,6.0
758,758,Delta,CHS,BOS,JFK,345,1,5.3,81.0,67.0,21.0,52.0
759,759,Delta,CHS,BOS,JFK,345,1,5.52,81.0,67.0,21.0,52.0
760,760,United,CHS,BOS,EWR,345,1,6.13,24.0,67.0,21.0,39.0
761,761,United,CHS,BOS,ORD,345,1,6.18,24.0,67.0,21.0,71.0
762,762,United,CHS,BOS,EWR,345,1,6.73,24.0,67.0,21.0,39.0
763,763,Delta,CHS,BOS,LGA,345,1,6.9,81.0,67.0,21.0,6.0
764,764,United,CHS,BOS,EWR,365,1,7.98,24.0,67.0,21.0,39.0
765,765,United,CHS,BOS,EWR,365,1,8.73,24.0,67.0,21.0,39.0
766,766,United,CHS,BOS,EWR,365,1,10.15,24.0,67.0,21.0,39.0
767,767,United,CHS,BOS,EWR,365,1,11.07,24.0,67.0,21.0,39.0
768,768,American Airlines,CHS,BOS,DCA,373,1,3.95,61.0,67.0,21.0,25.0
769,769,United,CHS,BOS,IAD,377,1,8.25,24.0,67.0,21.0,10.0
770,770,Delta,CHS,BOS,ATL,395,1,6.48,81.0,67.0,21.0,45.0
771,771,Delta,CHS,BOS,ATL,395,1,7.57,81.0,67.0,21.0,45.0
772,772,United,CHS,BOS,EWR,444,1,8.9,24.0,67.0,21.0,39.0
773,773,American Airlines,CHS,BOS,CLT,452,1,4.58,61.0,67.0,21.0,75.0
774,774,American Airlines,CHS,BOS,CLT,452,1,5.4,61.0,67.0,21.0,75.0
775,775,American Airlines,CHS,BOS,CLT,452,1,6.28,61.0,67.0,21.0,75.0
776,776,Delta,CHS,BOS,ATL,453,1,4.88,81.0,67.0,21.0,45.0
777,777,Delta,CHS,BOS,ATL,453,1,5.05,81.0,67.0,21.0,45.0
778,778,Delta,CHS,BOS,ATL,453,1,5.97,81.0,67.0,21.0,45.0
779,779,Delta,CHS,BOS,ATL,455,1,9.62,81.0,67.0,21.0,45.0
780,780,Delta,CHS,BOS,ATL,485,1,8.02,81.0,67.0,21.0,45.0
781,781,Delta,CHS,BOS,ATL,585,1,8.53,81.0,67.0,21.0,45.0
782,782,Delta,CHS,BOS,ATL,585,1,8.57,81.0,67.0,21.0,45.0
783,783,Delta,CHS,BOS,ATL,600,1,5.08,81.0,67.0,21.0,45.0
784,784,Delta,CHS,BOS,ATL,600,1,6.33,81.0,67.0,21.0,45.0
785,785,Delta,CHS,BOS,ATL,600,1,6.93,81.0,67.0,21.0,45.0
786,786,Delta,CHS,BOS,ATL,600,1,7.32,81.0,67.0,21.0,45.0
787,787,Delta,CHS,BOS,JFK,640,1,9.87,81.0,67.0,21.0,52.0
